variant,query_id,avg_relevance,ndcg@10,recall@10,recall@50,recall@100,precision@10,n_results,n_scored,n_missing,n_relevant
semantic_co_rerank,479,0.5,1.0,0.18181818181818182,0.9090909090909091,0.9090909090909091,1.0,100,10,0,55
semantic_co_rerank,480,0.5,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,100,2,98,3
semantic_co_rerank,481,0.45,0.5947791896891355,0.04265402843601896,0.23222748815165878,0.3175355450236967,0.9,100,10,3,211
semantic_co_rerank,482,1.0,1.0,0.10101010101010101,0.48484848484848486,0.8585858585858586,1.0,100,10,0,99
semantic_co_rerank,483,0.6,0.6926561589079394,0.04784688995215311,0.22009569377990432,0.37799043062200954,1.0,100,10,0,209
semantic_co_rerank,484,0.5,1.0,0.38461538461538464,0.9615384615384616,0.9615384615384616,1.0,100,10,0,26
semantic_co_rerank,485,0.3888888888888889,0.7753366239771083,0.046052631578947366,0.046052631578947366,0.046052631578947366,0.7777777777777778,100,9,91,152
semantic_co_rerank,486,0.5,1.0,0.11494252873563218,0.5747126436781609,0.6091954022988506,1.0,100,10,5,87
semantic_co_rerank,487,0.5,0.6992105462855985,0.020737327188940093,0.08755760368663594,0.08755760368663594,0.9,100,10,48,434
hybrid_co_rerank,0,0.9,0.9197562145449983,0.0033156498673740055,0.015583554376657824,0.02586206896551724,1.0,100,10,0,3016
hybrid_co_rerank,1,0.55,0.5878644885266539,0.007052186177715092,0.03526093088857546,0.05782792665726375,1.0,100,10,1,1418
hybrid_co_rerank,2,1.0,1.0,0.06329113924050633,0.31645569620253167,0.6329113924050633,1.0,100,10,0,158
hybrid_co_rerank,3,0.75,0.7602535941682381,0.012953367875647668,0.06217616580310881,0.10233160621761658,1.0,100,10,0,772
hybrid_co_rerank,4,0.55,0.5431403341038608,0.05263157894736842,0.1736842105263158,0.1736842105263158,1.0,100,10,4,190
hybrid_co_rerank,5,1.0,1.0,0.007639419404125287,0.03819709702062643,0.06493506493506493,1.0,100,10,0,1309
hybrid_co_rerank,6,1.0,1.0,0.10101010101010101,0.29292929292929293,0.29292929292929293,1.0,100,10,2,99
hybrid_co_rerank,7,0.9,0.9182135838879946,0.018691588785046728,0.08411214953271028,0.12897196261682242,1.0,100,10,0,535
hybrid_co_rerank,8,0.95,0.9186562636831443,0.10638297872340426,0.5319148936170213,0.574468085106383,1.0,100,10,0,94
hybrid_co_rerank,9,1.0,1.0,0.006622516556291391,0.033112582781456956,0.0576158940397351,1.0,100,10,2,1510
hybrid_co_rerank,10,1.0,1.0,0.056818181818181816,0.2840909090909091,0.4090909090909091,1.0,100,10,1,176
hybrid_co_rerank,11,0.95,0.9501243164282663,0.007042253521126761,0.035211267605633804,0.06338028169014084,1.0,100,10,0,1420
hybrid_co_rerank,12,0.95,0.957024409423078,0.05649717514124294,0.2824858757062147,0.3333333333333333,1.0,100,10,0,177
hybrid_co_rerank,13,0.85,0.8452923415837843,0.15789473684210525,0.8070175438596491,0.9122807017543859,0.9,100,10,3,57
hybrid_co_rerank,14,0.85,0.8750430397707024,0.005728835136855506,0.012730744748567792,0.012730744748567792,0.9,100,10,0,1571
hybrid_co_rerank,15,0.5,0.8068703941276945,0.015050167224080268,0.08193979933110368,0.1605351170568562,0.9,100,10,0,598
hybrid_co_rerank,16,0.6,0.7402322084872248,0.03759398496240601,0.16165413533834586,0.16165413533834586,1.0,100,10,4,266
hybrid_co_rerank,17,0.9,0.8338050333911545,0.0970873786407767,0.4854368932038835,0.5631067961165048,1.0,100,10,3,103
hybrid_co_rerank,18,0.95,0.9627318051219201,0.0364963503649635,0.18248175182481752,0.34306569343065696,1.0,100,10,0,274
hybrid_co_rerank,19,0.5,0.800693766409882,0.7,0.7,0.7,1.0,100,7,93,10
hybrid_co_rerank,20,0.5,0.5038777080268302,0.1,0.13333333333333333,0.13333333333333333,0.9,100,10,7,90
hybrid_co_rerank,21,0.55,0.8417514300504739,0.07874015748031496,0.3543307086614173,0.3543307086614173,1.0,100,10,3,127
hybrid_co_rerank,22,0.8,0.7967606972848276,0.05102040816326531,0.25,0.2602040816326531,1.0,100,10,1,196
hybrid_co_rerank,23,0.5,1.0,0.008143322475570033,0.04071661237785016,0.0749185667752443,1.0,100,10,0,1228
hybrid_co_rerank,24,0.8,0.7200133315442895,0.004761904761904762,0.023809523809523808,0.04428571428571428,1.0,100,10,0,2100
hybrid_co_rerank,25,1.0,1.0,0.04329004329004329,0.21645021645021645,0.42424242424242425,1.0,100,10,0,231
hybrid_co_rerank,26,0.9,0.8211975446975007,0.0030422878004259203,0.015211439002129602,0.03011864922421661,1.0,100,10,0,3287
hybrid_co_rerank,27,0.85,0.8132548418188906,0.029239766081871343,0.14619883040935672,0.23684210526315788,1.0,100,10,1,342
hybrid_co_rerank,28,1.0,1.0,0.03333333333333333,0.16666666666666666,0.3333333333333333,1.0,100,10,0,300
hybrid_co_rerank,29,1.0,1.0,0.07246376811594203,0.35507246376811596,0.37681159420289856,1.0,100,10,0,138
hybrid_co_rerank,30,0.95,0.9444742617074797,0.029411764705882353,0.14705882352941177,0.2735294117647059,1.0,100,10,0,340
hybrid_co_rerank,31,0.5,0.7626271450757109,0.05952380952380952,0.2976190476190476,0.30357142857142855,1.0,100,10,4,168
hybrid_co_rerank,32,0.65,1.0,0.054945054945054944,0.23626373626373626,0.23626373626373626,1.0,100,10,1,182
hybrid_co_rerank,33,0.6,0.5804085289819405,0.025974025974025976,0.12987012987012986,0.2077922077922078,1.0,100,10,2,385
hybrid_co_rerank,34,1.0,1.0,0.013605442176870748,0.06802721088435375,0.11428571428571428,1.0,100,10,4,735
hybrid_co_rerank,35,0.7,0.7173353445693719,0.05813953488372093,0.29069767441860467,0.5,1.0,100,10,3,172
hybrid_co_rerank,36,0.9,0.9197562145449983,0.0641025641025641,0.32051282051282054,0.44871794871794873,1.0,100,10,1,156
hybrid_co_rerank,37,0.85,0.815382052282678,0.012150668286755772,0.060753341433778855,0.11786148238153099,1.0,100,10,0,823
hybrid_co_rerank,38,0.55,1.0,0.04716981132075472,0.23113207547169812,0.3160377358490566,1.0,100,10,0,212
hybrid_co_rerank,39,0.9,0.8322624027341509,0.06711409395973154,0.33557046979865773,0.6510067114093959,1.0,100,10,0,149
hybrid_co_rerank,40,0.8,0.7724064617057562,0.06097560975609756,0.3048780487804878,0.5609756097560976,1.0,100,10,1,164
hybrid_co_rerank,41,0.95,0.9355366141346171,0.125,0.55,0.6375,1.0,100,10,0,80
hybrid_co_rerank,42,0.6,0.7299541741410726,0.13333333333333333,0.52,0.52,1.0,100,10,1,75
hybrid_co_rerank,43,0.85,0.8043171942460279,0.009514747859181731,0.04471931493815414,0.0780209324452902,1.0,100,10,0,1051
hybrid_co_rerank,44,0.75,0.717720683386466,0.04608294930875576,0.2304147465437788,0.4009216589861751,1.0,100,10,1,217
hybrid_co_rerank,45,0.35,0.31608417050322835,0.06542056074766354,0.14018691588785046,0.14018691588785046,0.7,100,10,3,107
hybrid_co_rerank,46,0.7,0.7984852651124787,0.09803921568627451,0.3431372549019608,0.3431372549019608,1.0,100,10,3,102
hybrid_co_rerank,47,0.5,1.0,0.1,0.49,0.92,1.0,100,10,0,100
hybrid_co_rerank,48,0.55,1.0,0.03546099290780142,0.1773049645390071,0.3120567375886525,1.0,100,10,0,282
hybrid_co_rerank,49,0.5,1.0,0.08620689655172414,0.19827586206896552,0.19827586206896552,1.0,100,10,2,116
hybrid_co_rerank,50,0.85,0.7892868121572288,0.02557544757033248,0.1278772378516624,0.18925831202046037,1.0,100,10,5,391
hybrid_co_rerank,51,0.55,1.0,0.017006802721088437,0.08503401360544217,0.16666666666666666,1.0,100,10,0,588
hybrid_co_rerank,52,0.5,1.0,0.007042253521126761,0.035211267605633804,0.06901408450704226,1.0,100,10,1,1420
hybrid_co_rerank,53,0.5,1.0,0.01639344262295082,0.08196721311475409,0.16393442622950818,1.0,100,10,0,610
hybrid_co_rerank,54,0.65,0.8330750926969154,0.07246376811594203,0.36231884057971014,0.6304347826086957,1.0,100,10,0,138
hybrid_co_rerank,55,0.55,1.0,0.058823529411764705,0.29411764705882354,0.5882352941176471,1.0,100,10,0,170
hybrid_co_rerank,56,0.45,0.8611375561264454,0.03896103896103896,0.15584415584415584,0.16883116883116883,0.9,100,10,5,231
hybrid_co_rerank,57,0.55,1.0,0.05263157894736842,0.2578947368421053,0.3894736842105263,1.0,100,10,1,190
hybrid_co_rerank,58,0.65,0.5529321382448291,0.06172839506172839,0.2716049382716049,0.2716049382716049,1.0,100,10,4,162
hybrid_co_rerank,59,1.0,1.0,0.06451612903225806,0.3225806451612903,0.6193548387096774,1.0,100,10,0,155
hybrid_co_rerank,60,0.45,0.8200968580198755,0.018518518518518517,0.13271604938271606,0.25617283950617287,0.6,100,10,0,324
hybrid_co_rerank,61,0.55,1.0,0.06172839506172839,0.2839506172839506,0.2839506172839506,1.0,100,10,1,162
hybrid_co_rerank,62,0.9,0.956151340808684,0.06756756756756757,0.33783783783783783,0.6756756756756757,1.0,100,10,0,148
hybrid_co_rerank,63,0.9,0.8155474899767141,0.09433962264150944,0.4716981132075472,0.9433962264150944,1.0,100,10,0,106
hybrid_co_rerank,64,0.5714285714285714,0.8480036560813755,0.0945945945945946,0.0945945945945946,0.0945945945945946,1.0,100,7,93,74
hybrid_co_rerank,65,0.7,0.7296193244445269,0.06535947712418301,0.32679738562091504,0.6209150326797386,1.0,100,10,0,153
hybrid_co_rerank,66,0.55,1.0,0.15625,0.78125,1.0,1.0,100,10,0,64
hybrid_co_rerank,67,0.5,1.0,0.01984126984126984,0.0992063492063492,0.15476190476190477,1.0,100,10,0,504
hybrid_co_rerank,68,0.75,0.716880723413236,0.05952380952380952,0.2976190476190476,0.5952380952380952,1.0,100,10,0,168
hybrid_co_rerank,69,0.9,0.9239209795868367,0.04975124378109453,0.22388059701492538,0.3482587064676617,1.0,100,10,1,201
hybrid_co_rerank,70,0.5,0.894099730870475,0.017892644135188866,0.09741550695825049,0.16898608349900596,0.9,100,10,1,503
hybrid_co_rerank,71,0.75,0.7617962248252419,0.07246376811594203,0.36231884057971014,0.717391304347826,1.0,100,10,0,138
hybrid_co_rerank,72,1.0,1.0,0.06134969325153374,0.3006134969325153,0.5644171779141104,1.0,100,10,0,163
hybrid_co_rerank,73,0.5,1.0,0.06289308176100629,0.3081761006289308,0.4339622641509434,1.0,100,10,0,159
hybrid_co_rerank,74,0.5,0.8575662178958441,0.08333333333333333,0.5595238095238095,0.7857142857142857,0.7,100,10,7,84
hybrid_co_rerank,75,0.45,0.5901549581526243,0.058394160583941604,0.29927007299270075,0.36496350364963503,0.8,100,10,2,137
hybrid_co_rerank,76,0.25,0.3222349556084809,0.09090909090909091,0.5818181818181818,0.6545454545454545,0.5,100,10,4,55
hybrid_co_rerank,77,0.5,0.7626271450757109,0.015128593040847202,0.07564296520423601,0.13918305597579425,1.0,100,10,0,661
hybrid_co_rerank,78,0.45,0.5540915096100286,0.010550996483001172,0.05509964830011723,0.09613130128956623,0.9,100,10,1,853
hybrid_co_rerank,79,0.35,0.7479350596733328,0.06666666666666667,0.38095238095238093,0.638095238095238,0.7,100,10,0,105
hybrid_co_rerank,80,0.95,0.9355366141346171,0.05102040816326531,0.25510204081632654,0.49489795918367346,1.0,100,10,0,196
hybrid_co_rerank,81,0.65,0.6535283626703777,0.045662100456621,0.2191780821917808,0.3789954337899543,1.0,100,10,5,219
hybrid_co_rerank,82,0.55,0.5431403341038608,0.01529051987767584,0.0764525993883792,0.1345565749235474,1.0,100,10,0,654
hybrid_co_rerank,83,0.5,1.0,0.10309278350515463,0.21649484536082475,0.21649484536082475,1.0,100,10,10,97
hybrid_co_rerank,84,0.35,0.5820313772484462,0.03349282296650718,0.14354066985645933,0.15789473684210525,0.7,100,10,4,209
hybrid_co_rerank,85,0.5,1.0,0.09433962264150944,0.1792452830188679,0.1792452830188679,1.0,100,10,11,106
hybrid_co_rerank,86,0.65,0.6359342672744607,0.07246376811594203,0.36231884057971014,0.6521739130434783,1.0,100,10,0,138
hybrid_co_rerank,87,0.5,1.0,0.04524886877828054,0.22624434389140272,0.40271493212669685,1.0,100,10,0,221
hybrid_co_rerank,88,0.3,0.6629766937609815,0.046296296296296294,0.1574074074074074,0.1574074074074074,0.5,100,10,8,108
hybrid_co_rerank,89,0.8,0.7675963669581998,0.07352941176470588,0.3602941176470588,0.5,1.0,100,10,6,136
hybrid_co_rerank,90,0.5,1.0,0.04149377593360996,0.18672199170124482,0.18672199170124482,1.0,100,10,3,241
hybrid_co_rerank,91,0.65,0.7177339544322341,0.014925373134328358,0.07164179104477612,0.10746268656716418,1.0,100,10,1,670
hybrid_co_rerank,92,0.45,0.9266360779006398,0.05421686746987952,0.13253012048192772,0.13253012048192772,0.9,100,10,11,166
hybrid_co_rerank,93,0.7,0.599311402102099,0.04524886877828054,0.2171945701357466,0.28054298642533937,1.0,100,10,2,221
hybrid_co_rerank,94,0.55,0.6429740543034793,0.06666666666666667,0.3333333333333333,0.6333333333333333,1.0,100,10,0,150
hybrid_co_rerank,95,0.6,0.5127148912425372,0.012269938650306749,0.06012269938650307,0.09079754601226994,1.0,100,10,5,815
hybrid_co_rerank,96,0.95,0.9186562636831443,0.03546099290780142,0.1773049645390071,0.25886524822695034,1.0,100,10,0,282
hybrid_co_rerank,97,0.55,1.0,0.05102040816326531,0.25510204081632654,0.5102040816326531,1.0,100,10,0,196
hybrid_co_rerank,98,0.5,1.0,0.08849557522123894,0.4424778761061947,0.7964601769911505,1.0,100,10,4,113
hybrid_co_rerank,99,0.5,1.0,0.09009009009009009,0.45045045045045046,0.8198198198198198,1.0,100,10,0,111
hybrid_co_rerank,100,0.95,0.9593281318415723,0.012315270935960592,0.06157635467980296,0.09852216748768473,1.0,100,10,1,812
hybrid_co_rerank,101,0.5,0.7356701352859238,0.03088803088803089,0.12355212355212356,0.12355212355212356,0.8,100,10,3,259
hybrid_co_rerank,102,1.0,1.0,0.17543859649122806,0.8596491228070176,1.0,1.0,100,10,0,57
hybrid_co_rerank,103,0.9,0.9220599369634924,0.027247956403269755,0.1362397820163488,0.2724795640326976,1.0,100,10,0,367
hybrid_co_rerank,104,0.7,0.6064926948467191,0.056179775280898875,0.2808988764044944,0.4438202247191011,1.0,100,10,1,178
hybrid_co_rerank,105,1.0,1.0,0.07352941176470588,0.36764705882352944,0.49264705882352944,1.0,100,10,0,136
hybrid_co_rerank,106,1.0,1.0,0.10526315789473684,0.4631578947368421,0.5684210526315789,1.0,100,10,0,95
hybrid_co_rerank,107,0.75,0.7410695212982713,0.033003300330033,0.09900990099009901,0.09900990099009901,1.0,100,10,19,303
hybrid_co_rerank,108,1.0,1.0,0.07936507936507936,0.3968253968253968,0.746031746031746,1.0,100,10,0,126
hybrid_co_rerank,109,1.0,1.0,0.04048582995951417,0.20242914979757085,0.3805668016194332,1.0,100,10,0,247
hybrid_co_rerank,110,0.5,1.0,0.02881844380403458,0.1440922190201729,0.28530259365994237,1.0,100,10,1,347
hybrid_co_rerank,111,1.0,1.0,0.06451612903225806,0.3225806451612903,0.45161290322580644,1.0,100,10,0,155
hybrid_co_rerank,112,1.0,1.0,0.03759398496240601,0.18796992481203006,0.37218045112781956,1.0,100,10,0,266
hybrid_co_rerank,113,0.95,0.9627318051219201,0.026455026455026454,0.13227513227513227,0.21164021164021163,1.0,100,10,0,378
hybrid_co_rerank,114,0.55,0.7883624928840887,0.008136696501220505,0.04068348250610252,0.080553295362083,1.0,100,10,0,1229
hybrid_co_rerank,115,1.0,1.0,0.04878048780487805,0.24390243902439024,0.4878048780487805,1.0,100,10,0,205
hybrid_co_rerank,116,0.5,1.0,0.01721170395869191,0.08605851979345955,0.1721170395869191,1.0,100,10,0,581
hybrid_co_rerank,117,0.9,0.8967257885995337,0.023752969121140142,0.1187648456057007,0.14014251781472684,1.0,100,10,5,421
hybrid_co_rerank,118,0.95,0.9186562636831443,0.046296296296296294,0.23148148148148148,0.46296296296296297,1.0,100,10,0,216
hybrid_co_rerank,119,1.0,1.0,0.0273972602739726,0.136986301369863,0.25205479452054796,1.0,100,10,0,365
hybrid_co_rerank,120,1.0,1.0,0.012077294685990338,0.05434782608695652,0.10386473429951691,1.0,100,10,0,828
hybrid_co_rerank,121,1.0,1.0,0.006165228113440197,0.027743526510480888,0.056103575832305796,1.0,100,10,0,1622
hybrid_co_rerank,122,0.9,0.933745776545611,0.02142857142857143,0.10476190476190476,0.10476190476190476,0.9,100,10,0,420
hybrid_co_rerank,123,0.75,0.7832293168288483,0.003947368421052632,0.014473684210526316,0.016228070175438595,0.9,100,10,0,2280
hybrid_co_rerank,124,0.4,0.3411525636512304,0.0046439628482972135,0.033281733746130034,0.06656346749226007,0.6,100,10,0,1292
hybrid_co_rerank,125,0.3,0.5948482104374442,0.02,0.164,0.196,0.5,100,10,19,250
hybrid_co_rerank,126,1.0,1.0,0.014749262536873156,0.07374631268436578,0.12979351032448377,1.0,100,10,0,678
hybrid_co_rerank,127,0.95,0.9627318051219201,0.035842293906810034,0.17921146953405018,0.3118279569892473,1.0,100,10,0,279
hybrid_co_rerank,128,1.0,1.0,0.007326007326007326,0.03663003663003663,0.07326007326007326,1.0,100,10,0,1365
hybrid_co_rerank,129,0.8,0.8701249883466592,0.08421052631578947,0.30526315789473685,0.30526315789473685,0.8,100,10,0,95
hybrid_co_rerank,130,0.9,0.8948647459761893,0.01152073732718894,0.0576036866359447,0.07949308755760369,1.0,100,10,8,868
hybrid_co_rerank,131,0.9,0.933745776545611,0.00497787610619469,0.027101769911504425,0.048672566371681415,0.9,100,10,0,1808
hybrid_co_rerank,132,0.65,0.7098612762084087,0.01353637901861252,0.06598984771573604,0.07106598984771574,0.8,100,10,0,591
hybrid_co_rerank,133,1.0,1.0,0.05,0.215,0.215,1.0,100,10,2,200
hybrid_co_rerank,134,0.5,0.601226637232963,0.08196721311475409,0.26229508196721313,0.26229508196721313,1.0,100,10,21,122
hybrid_co_rerank,135,0.85,0.8843335361432448,0.060810810810810814,0.32432432432432434,0.41216216216216217,0.9,100,10,2,148
hybrid_co_rerank,136,0.45,0.914856882358379,0.05454545454545454,0.18181818181818182,0.18181818181818182,0.9,100,10,23,165
hybrid_co_rerank,137,0.65,0.6485417559681146,0.04926108374384237,0.21182266009852216,0.35960591133004927,1.0,100,10,5,203
hybrid_co_rerank,138,1.0,1.0,0.06535947712418301,0.32679738562091504,0.43790849673202614,1.0,100,10,0,153
hybrid_co_rerank,139,0.4,0.7065443116025597,0.0321285140562249,0.14859437751004015,0.26506024096385544,0.8,100,10,0,249
hybrid_co_rerank,140,0.6,0.8819304207096514,0.08,0.4,0.736,1.0,100,10,0,125
hybrid_co_rerank,141,0.5,0.793134428284474,0.2222222222222222,0.8611111111111112,0.9722222222222222,0.8,100,10,0,36
hybrid_co_rerank,142,0.45,0.5673227459042359,0.09333333333333334,0.36,0.36,0.7,100,10,3,75
hybrid_co_rerank,143,0.4,0.5153743929709195,0.037914691943127965,0.1990521327014218,0.3981042654028436,0.8,100,10,0,211
hybrid_co_rerank,144,1.0,1.0,0.007558578987150416,0.03779289493575208,0.07558578987150416,1.0,100,10,0,1323
hybrid_co_rerank,145,0.6,0.5805372242995627,0.06153846153846154,0.3384615384615385,0.34615384615384615,0.8,100,10,2,130
hybrid_co_rerank,146,0.5,0.5563847904658876,0.09090909090909091,0.36363636363636365,0.36363636363636365,1.0,100,10,11,110
hybrid_co_rerank,147,0.95,0.9627318051219201,0.13513513513513514,0.20270270270270271,0.21621621621621623,1.0,100,10,0,74
hybrid_co_rerank,148,0.95,0.957024409423078,0.050761421319796954,0.25380710659898476,0.3147208121827411,1.0,100,10,3,197
hybrid_co_rerank,149,1.0,1.0,0.05917159763313609,0.2958579881656805,0.40828402366863903,1.0,100,10,1,169
hybrid_co_rerank,150,1.0,1.0,0.47619047619047616,0.9047619047619048,0.9047619047619048,1.0,100,10,0,21
hybrid_co_rerank,151,0.75,0.7609562648520118,0.0035398230088495575,0.017699115044247787,0.029734513274336283,1.0,100,10,2,2825
hybrid_co_rerank,152,0.85,0.883249111428409,0.0031486146095717885,0.015743073047858942,0.0267632241813602,1.0,100,10,0,3176
hybrid_co_rerank,153,0.95,0.9186562636831443,0.06535947712418301,0.32679738562091504,0.5555555555555556,1.0,100,10,0,153
hybrid_co_rerank,155,0.75,0.7102407718230848,0.00471253534401508,0.013195098963242224,0.018378887841658812,1.0,100,10,1,2122
hybrid_co_rerank,156,0.6,0.49786102110844477,0.09259259259259259,0.46296296296296297,0.75,1.0,100,10,0,108
hybrid_co_rerank,157,0.8,0.6893606819717584,0.016544117647058824,0.07352941176470588,0.14338235294117646,0.9,100,10,0,544
hybrid_co_rerank,158,1.0,1.0,0.013140604467805518,0.06438896189224705,0.12089356110381078,1.0,100,10,0,761
hybrid_co_rerank,159,1.0,1.0,0.10416666666666667,0.5208333333333334,0.8645833333333334,1.0,100,10,1,96
hybrid_co_rerank,160,1.0,1.0,0.043668122270742356,0.2183406113537118,0.34497816593886466,1.0,100,10,1,229
hybrid_co_rerank,161,0.55,0.5431403341038608,0.04975124378109453,0.19900497512437812,0.19900497512437812,1.0,100,10,13,201
hybrid_co_rerank,162,0.7,0.7024241334572238,0.0031625553447185324,0.012966476913345983,0.022137887413029727,1.0,100,10,0,3162
hybrid_co_rerank,163,0.95,0.9627318051219201,0.10752688172043011,0.5376344086021505,0.8172043010752689,1.0,100,10,0,93
hybrid_co_rerank,164,0.8,0.8059645126981333,0.05555555555555555,0.17222222222222222,0.17222222222222222,1.0,100,10,4,180
hybrid_co_rerank,165,0.95,0.9444742617074797,0.05235602094240838,0.2513089005235602,0.2513089005235602,1.0,100,10,0,191
hybrid_co_rerank,166,1.0,1.0,0.09174311926605505,0.3302752293577982,0.3302752293577982,1.0,100,10,0,109
hybrid_co_rerank,167,0.9,0.7799082337019198,0.10344827586206896,0.5632183908045977,0.8850574712643678,0.9,100,10,1,87
hybrid_co_rerank,168,0.5,1.0,0.20833333333333334,0.7083333333333334,0.7083333333333334,1.0,100,10,4,48
hybrid_co_rerank,169,0.7,0.6873525815031981,0.08,0.144,0.144,1.0,100,10,9,125
hybrid_co_rerank,170,1.0,1.0,0.1,0.48,0.82,1.0,100,10,0,100
hybrid_co_rerank,171,0.5,1.0,0.10101010101010101,0.26262626262626265,0.26262626262626265,1.0,100,10,13,99
hybrid_co_rerank,172,1.0,1.0,0.23809523809523808,1.0,1.0,1.0,100,10,0,42
hybrid_co_rerank,173,0.1,0.08813644315970508,0.00980392156862745,0.20588235294117646,0.25,0.2,100,10,41,204
hybrid_co_rerank,174,0.0,0.0,0.0,0.0,0.0,0.0,100,10,6,7
hybrid_co_rerank,175,1.0,1.0,0.033003300330033,0.16501650165016502,0.29372937293729373,1.0,100,10,0,303
hybrid_co_rerank,176,1.0,1.0,0.02544529262086514,0.1272264631043257,0.17302798982188294,1.0,100,10,0,393
hybrid_co_rerank,177,0.7,0.5998587696923505,0.026525198938992044,0.129973474801061,0.14854111405835543,1.0,100,10,2,377
hybrid_co_rerank,178,0.65,0.5821538095495125,0.18867924528301888,0.9056603773584906,1.0,1.0,100,10,0,53
hybrid_co_rerank,179,,,0.0,0.0,0.0,,100,0,100,1
hybrid_co_rerank,180,1.0,1.0,0.024875621890547265,0.12437810945273632,0.20398009950248755,1.0,100,10,0,402
hybrid_co_rerank,181,1.0,1.0,0.08196721311475409,0.4098360655737705,0.7213114754098361,1.0,100,10,0,122
hybrid_co_rerank,182,0.9,0.8967257885995337,0.10204081632653061,0.5102040816326531,0.7346938775510204,1.0,100,10,0,98
hybrid_co_rerank,183,0.65,0.8092719713744542,0.13513513513513514,0.6756756756756757,0.8918918918918919,1.0,100,10,0,74
hybrid_co_rerank,184,0.9,0.9152645317637823,0.05434782608695652,0.2717391304347826,0.4945652173913043,1.0,100,10,0,184
hybrid_co_rerank,185,1.0,1.0,0.21739130434782608,0.8260869565217391,0.8695652173913043,1.0,100,10,0,46
hybrid_co_rerank,186,0.55,0.606444611490302,0.02617801047120419,0.13089005235602094,0.13350785340314136,1.0,100,10,2,382
hybrid_co_rerank,188,0.65,0.7059035114795067,0.0449438202247191,0.12921348314606743,0.12921348314606743,0.8,100,10,12,178
hybrid_co_rerank,189,0.65,0.5787501362691645,0.1388888888888889,0.5277777777777778,0.5277777777777778,1.0,100,10,3,72
hybrid_co_rerank,190,0.5,0.5214504278492775,0.014064697609001406,0.07032348804500703,0.13642756680731363,1.0,100,10,0,711
hybrid_co_rerank,191,0.5,1.0,0.04608294930875576,0.2304147465437788,0.3778801843317972,1.0,100,10,0,217
hybrid_co_rerank,193,0.5,1.0,0.03597122302158273,0.17985611510791366,0.3237410071942446,1.0,100,10,0,278
hybrid_co_rerank,194,0.3,0.5079937796926363,0.06741573033707865,0.4157303370786517,0.4157303370786517,0.6,100,10,10,89
hybrid_co_rerank,195,0.65,1.0,0.09803921568627451,0.4803921568627451,0.7745098039215687,1.0,100,10,0,102
hybrid_co_rerank,196,0.5,1.0,0.0625,0.30625,0.4625,1.0,100,10,2,160
hybrid_co_rerank,197,1.0,1.0,0.24390243902439024,0.8048780487804879,0.8048780487804879,1.0,100,10,0,41
hybrid_co_rerank,198,0.6,0.5174877737735614,0.20833333333333334,0.5833333333333334,0.5833333333333334,1.0,100,10,0,48
hybrid_co_rerank,199,0.5,1.0,0.02680965147453083,0.13136729222520108,0.21715817694369974,1.0,100,10,0,373
hybrid_co_rerank,200,0.65,1.0,0.040983606557377046,0.20081967213114754,0.3073770491803279,1.0,100,10,0,244
hybrid_co_rerank,201,0.5,1.0,0.10204081632653061,0.5,0.5,1.0,100,10,11,98
hybrid_co_rerank,202,1.0,1.0,0.12048192771084337,0.20481927710843373,0.20481927710843373,1.0,100,10,1,83
hybrid_co_rerank,203,0.75,1.0,0.12048192771084337,0.6024096385542169,0.8795180722891566,1.0,100,10,0,83
hybrid_co_rerank,204,0.6,0.5939452235521815,0.05747126436781609,0.28735632183908044,0.41379310344827586,1.0,100,10,0,174
hybrid_co_rerank,205,1.0,1.0,0.10752688172043011,0.5376344086021505,0.8602150537634409,1.0,100,10,1,93
hybrid_co_rerank,206,0.6,1.0,0.1694915254237288,0.847457627118644,0.9322033898305084,1.0,100,10,3,59
hybrid_co_rerank,207,0.5,0.35895421017163465,0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,100,2,98,34
hybrid_co_rerank,208,0.5,1.0,0.0847457627118644,0.423728813559322,0.5508474576271186,1.0,100,10,0,118
hybrid_co_rerank,209,0.5,1.0,0.07936507936507936,0.2698412698412698,0.2698412698412698,1.0,100,10,5,126
hybrid_co_rerank,210,0.95,1.0,0.009615384615384616,0.04807692307692308,0.08076923076923077,1.0,100,10,0,1040
hybrid_co_rerank,211,0.5,1.0,0.08403361344537816,0.42016806722689076,0.6470588235294118,1.0,100,10,0,119
hybrid_co_rerank,212,0.55,0.9100970237868843,0.04639175257731959,0.19072164948453607,0.27835051546391754,0.9,100,10,0,194
hybrid_co_rerank,213,0.5,0.8307863032556265,0.06474820143884892,0.2949640287769784,0.31654676258992803,0.9,100,10,2,139
hybrid_co_rerank,214,0.5,1.0,0.07462686567164178,0.3582089552238806,0.41044776119402987,1.0,100,10,9,134
hybrid_co_rerank,215,0.55,0.47867694823847795,0.0411522633744856,0.205761316872428,0.3045267489711934,1.0,100,10,0,243
hybrid_co_rerank,216,0.6,0.5720755816656227,0.054945054945054944,0.27472527472527475,0.510989010989011,1.0,100,10,0,182
hybrid_co_rerank,218,0.5,1.0,0.15384615384615385,0.4307692307692308,0.4307692307692308,1.0,100,10,17,65
hybrid_co_rerank,219,0.5,1.0,0.2631578947368421,0.6052631578947368,0.6052631578947368,1.0,100,10,16,38
